,Unnamed: 0,Month of absence,Day of the week,Seasons,Transportation expense,Age,Work load Average/day ,Hit target,Social drinker,Social smoker,Body mass index,Absenteeism time in hours,Label
158,158,3,3,2,179,40,343.253,95,0,1,22,8,1
159,159,3,4,2,291,40,343.253,95,1,0,25,8,0
160,160,3,4,2,260,36,343.253,95,1,0,23,8,0
161,161,3,5,2,179,30,343.253,95,0,0,19,8,1
162,162,3,6,2,248,47,343.253,95,0,0,32,3,2
163,163,3,6,2,260,36,343.253,95,1,0,23,40,0
164,164,3,2,2,179,40,343.253,95,0,1,22,40,1
165,165,3,2,2,155,34,343.253,95,1,0,25,16,2
166,166,3,2,2,260,36,343.253,95,1,0,23,16,0
167,167,3,3,2,155,34,343.253,95,1,0,25,8,2
168,168,3,5,2,289,33,343.253,95,1,0,30,8,0
169,169,3,5,2,179,40,343.253,95,0,1,22,8,1
170,170,3,6,2,260,36,343.253,95,1,0,23,4,0
171,171,3,6,2,225,28,343.253,95,0,0,24,1,1
172,172,3,2,2,279,39,343.253,95,1,1,24,8,2
173,173,3,3,2,179,38,343.253,95,1,0,31,24,0
174,174,3,4,2,225,28,343.253,95,0,0,24,2,1
175,175,3,2,3,225,28,343.253,95,0,0,24,8,1
176,176,3,2,3,179,30,343.253,95,0,0,19,1,1
177,177,3,3,3,225,28,343.253,95,0,0,24,8,1
178,178,3,4,3,225,28,343.253,95,0,0,24,16,1
179,179,3,4,3,179,38,343.253,95,1,0,31,3,0
180,180,3,5,3,279,39,343.253,95,1,1,24,16,2
181,181,3,6,3,225,28,343.253,95,0,0,24,2,1
182,182,3,6,3,248,47,343.253,95,0,0,32,3,2
183,183,3,2,3,225,28,343.253,95,0,0,24,1,1
184,184,4,4,3,291,40,326.452,96,1,0,25,1,0
185,185,4,4,3,225,28,326.452,96,0,0,24,1,1
186,186,4,3,3,155,34,326.452,96,1,0,25,1,2
187,187,4,4,3,246,41,326.452,96,1,0,23,24,1
188,188,4,5,3,155,34,326.452,96,1,0,25,1,2
189,189,4,6,3,225,28,326.452,96,0,0,24,2,1
190,190,4,6,3,260,36,326.452,96,1,0,23,4,0
191,191,4,4,3,179,38,326.452,96,1,0,31,24,0
192,192,4,5,3,118,50,326.452,96,1,0,31,1,2
193,193,4,6,3,291,40,326.452,96,1,0,25,3,0
194,194,4,6,3,246,41,326.452,96,1,0,23,8,1
195,195,4,6,3,291,40,326.452,96,1,0,25,1,0
196,196,4,6,3,248,47,326.452,96,0,0,32,8,2
197,197,4,6,3,260,36,326.452,96,1,0,23,56,0
198,198,4,3,3,289,33,326.452,96,1,0,30,8,0
199,199,4,4,3,155,34,326.452,96,1,0,25,24,2
200,200,4,4,3,378,36,326.452,96,0,1,21,8,1
201,201,4,5,3,289,33,326.452,96,1,0,30,16,0
202,202,4,6,3,235,37,326.452,96,0,0,29,3,1
203,203,4,2,3,235,48,326.452,96,0,1,33,0,2
204,204,5,4,3,289,33,378.884,92,1,0,30,8,0
205,205,5,5,3,155,34,378.884,92,1,0,25,2,2
206,206,5,2,3,155,34,378.884,92,1,0,25,1,2
207,207,5,3,3,179,38,378.884,92,1,0,31,8,0
208,208,5,3,3,225,28,378.884,92,0,0,24,8,1
209,209,5,4,3,184,27,378.884,92,0,0,21,4,1
210,210,5,2,3,155,34,378.884,92,1,0,25,2,2
211,211,5,3,3,179,38,378.884,92,1,0,31,1,0
212,212,5,4,3,289,33,378.884,92,1,0,30,24,0
213,213,5,4,3,279,39,378.884,92,1,1,24,0,2
214,214,5,4,3,330,28,378.884,92,0,0,25,0,2
215,215,5,4,3,378,36,378.884,92,0,1,21,0,2
216,216,5,4,3,388,50,378.884,92,0,0,24,0,2
217,217,5,3,3,179,38,378.884,92,1,0,31,1,0
218,218,5,4,3,118,50,378.884,92,1,0,31,24,2
219,219,5,6,3,361,28,378.884,92,1,0,27,8,0
220,220,6,2,3,246,41,377.55,94,1,0,23,8,2
221,221,6,2,3,361,28,377.55,94,1,0,27,8,0
222,222,6,3,3,246,41,377.55,94,1,0,23,24,2
223,223,6,5,3,291,40,377.55,94,1,0,25,4,0
224,224,6,6,3,246,41,377.55,94,1,0,23,8,2
225,225,6,2,3,179,38,377.55,94,1,0,31,8,0
226,226,6,2,3,155,34,377.55,94,1,0,25,4,2
227,227,6,2,3,246,41,377.55,94,1,0,23,8,2
228,228,6,4,3,118,50,377.55,94,1,0,31,8,2
229,229,6,6,3,235,37,377.55,94,0,0,29,16,2
230,230,6,3,3,118,50,377.55,94,1,0,31,1,2
231,231,6,4,3,118,50,377.55,94,1,0,31,80,2
232,232,6,5,3,378,36,377.55,94,0,1,21,8,1
233,233,6,6,3,179,38,377.55,94,1,0,31,2,0
234,234,6,2,1,289,49,377.55,94,0,0,36,2,0
235,235,6,5,1,225,28,377.55,94,0,0,24,2,1
236,236,7,3,1,155,34,275.312,98,1,0,25,16,2
237,237,7,4,1,118,50,275.312,98,1,0,31,8,2
238,238,7,6,1,118,37,275.312,98,0,0,28,8,1
239,239,7,6,1,118,37,275.312,98,0,0,28,4,1
240,240,7,3,1,330,28,275.312,98,0,0,25,8,1
241,241,7,5,1,179,30,275.312,98,0,0,19,8,1
242,242,7,6,1,155,34,275.312,98,1,0,25,2,1
243,243,7,2,1,330,28,275.312,98,0,0,25,8,1
244,244,7,3,1,330,28,275.312,98,0,0,25,8,1
245,245,7,2,1,157,29,275.312,98,1,1,22,3,1
246,246,7,3,1,361,28,275.312,98,1,0,27,8,0
247,247,7,4,1,289,33,275.312,98,1,0,30,8,0
248,248,7,5,1,179,38,275.312,98,1,0,31,8,0
249,249,7,2,1,289,33,275.312,98,1,0,30,32,0
250,250,7,5,1,289,33,275.312,98,1,0,30,8,0
251,251,7,5,1,260,36,275.312,98,1,0,23,0,0
252,252,8,6,1,289,33,265.615,94,1,0,30,8,0
253,253,8,6,1,157,29,265.615,94,1,1,22,3,1
254,254,8,2,1,289,33,265.615,94,1,0,30,1,0
255,255,8,3,1,228,58,265.615,94,0,0,22,8,2
256,256,8,5,1,300,43,265.615,94,1,1,25,1,0
257,257,8,5,1,300,43,265.615,94,1,1,25,2,0
258,258,8,6,1,260,36,265.615,94,1,0,23,4,0
259,259,8,3,1,289,33,265.615,94,1,0,30,4,0
260,260,8,4,1,248,47,265.615,94,0,0,32,1,0
261,261,8,5,1,268,33,265.615,94,0,0,25,8,1
262,262,8,5,1,179,30,265.615,94,0,0,19,1,1
263,263,8,5,1,118,50,265.615,94,1,0,31,3,2
264,264,8,2,1,248,47,265.615,94,0,0,32,2,2
265,265,8,3,1,235,37,265.615,94,0,0,29,1,1
266,266,8,5,1,118,50,265.615,94,1,0,31,1,2
267,267,8,5,1,235,37,265.615,94,0,0,29,8,1
268,268,8,3,1,361,28,265.615,94,1,0,27,8,0
269,269,8,4,1,184,27,265.615,94,0,0,21,8,1
270,270,9,2,1,179,38,294.217,81,1,0,31,8,0
271,271,9,6,1,179,38,294.217,81,1,0,31,3,0
272,272,9,4,1,289,33,294.217,81,1,0,30,24,0
273,273,9,5,1,235,43,294.217,81,1,0,38,0,2
274,274,9,2,1,246,41,294.217,81,1,0,23,16,2
275,275,9,3,1,291,40,294.217,81,1,0,25,3,0
276,276,9,3,1,231,39,294.217,81,1,0,35,0,2
277,277,9,3,1,291,32,294.217,81,1,0,23,0,2
278,278,9,4,1,179,38,294.217,81,1,0,31,8,0
279,279,9,4,1,246,41,294.217,81,1,0,23,32,2
280,280,9,5,1,179,38,294.217,81,1,0,31,1,0
281,281,9,6,1,291,40,294.217,81,1,0,25,4,0
282,282,9,6,1,260,36,294.217,81,1,0,23,4,0
283,283,9,4,4,235,43,294.217,81,1,0,38,8,0
284,284,9,5,4,118,50,294.217,81,1,0,31,1,2
285,285,9,5,4,235,43,294.217,81,1,0,38,0,2
286,286,9,6,4,291,40,294.217,81,1,0,25,3,0
287,287,9,2,4,291,40,294.217,81,1,0,25,40,2
288,288,9,2,4,179,38,294.217,81,1,0,31,8,0
289,289,10,2,4,289,33,265.017,88,1,0,30,8,0
290,290,10,2,4,235,37,265.017,88,0,0,29,4,2
291,291,10,2,4,289,33,265.017,88,1,0,30,8,0
292,292,10,6,4,289,33,265.017,88,1,0,30,8,0
293,293,10,6,4,118,50,265.017,88,1,0,31,0,2
294,294,10,6,4,248,47,265.017,88,0,0,32,0,2
295,295,10,2,4,179,30,265.017,88,0,0,19,8,1
296,296,10,2,4,118,37,265.017,88,0,0,28,3,2
297,297,10,2,4,369,31,265.017,88,1,0,25,8,0
298,298,10,4,4,179,38,265.017,88,1,0,31,1,0
299,299,10,4,4,179,30,265.017,88,0,0,19,64,1
300,300,10,4,4,235,43,265.017,88,1,0,38,0,2
301,301,10,5,4,289,33,265.017,88,1,0,30,16,0
302,302,10,6,4,260,36,265.017,88,1,0,23,3,0
303,303,10,6,4,235,43,265.017,88,1,0,38,0,2
304,304,10,2,4,235,43,265.017,88,1,0,38,2,0
305,305,10,2,4,235,43,265.017,88,1,0,38,2,0
306,306,10,3,4,118,50,265.017,88,1,0,31,1,2
307,307,10,3,4,291,40,265.017,88,1,0,25,4,0
308,308,10,5,4,179,30,265.017,88,0,0,19,16,1
309,309,10,5,4,118,50,265.017,88,1,0,31,1,2
310,310,10,2,4,361,28,265.017,88,1,0,27,8,0
311,311,10,3,4,260,36,265.017,88,1,0,23,0,2
312,312,10,3,4,291,40,265.017,88,1,0,25,0,2
313,313,10,3,4,157,29,265.017,88,1,1,22,0,2
314,314,10,4,4,179,30,265.017,88,0,0,19,5,1
315,315,10,4,4,179,30,265.017,88,0,0,19,5,1
316,316,10,5,4,118,50,265.017,88,1,0,31,1,2
317,317,11,2,4,118,37,284.031,97,0,0,28,8,2
318,318,11,2,4,248,47,284.031,97,0,0,32,2,2
319,319,11,3,4,179,38,284.031,97,1,0,31,8,0
320,320,11,6,4,260,36,284.031,97,1,0,23,3,0
321,321,11,2,4,291,40,284.031,97,1,0,25,1,0
322,322,11,2,4,378,36,284.031,97,0,1,21,8,2
323,323,11,2,4,155,34,284.031,97,1,0,25,120,2
324,324,11,2,4,235,43,284.031,97,1,0,38,8,0
325,325,11,3,4,330,28,284.031,97,0,0,25,0,2
326,326,11,4,4,235,37,284.031,97,0,0,29,1,2
327,327,11,4,4,118,37,284.031,97,0,0,28,3,2
328,328,11,5,4,235,37,284.031,97,0,0,29,2,1
329,329,11,5,4,179,38,284.031,97,1,0,31,3,0
330,330,11,6,4,246,41,284.031,97,1,0,23,8,2
331,331,11,6,4,291,40,284.031,97,1,0,25,4,0
332,332,11,2,4,246,41,284.031,97,1,0,23,8,2
333,333,11,3,4,179,38,284.031,97,1,0,31,1,0
334,334,11,4,4,260,36,284.031,97,1,0,23,8,0
335,335,11,6,4,260,36,284.031,97,1,0,23,8,0
336,336,11,6,4,378,36,284.031,97,0,1,21,0,2
337,337,11,3,4,279,39,284.031,97,1,1,24,0,2
338,338,11,5,4,179,38,284.031,97,1,0,31,1,0
339,339,12,2,4,225,28,236.629,93,0,0,24,3,1
340,340,12,2,4,179,38,236.629,93,1,0,31,2,0
341,341,12,2,4,179,38,236.629,93,1,0,31,1,0
342,342,12,2,4,235,37,236.629,93,0,0,29,3,2
343,343,12,3,4,118,50,236.629,93,1,0,31,1,2
344,344,12,6,4,260,36,236.629,93,1,0,23,4,0
345,345,12,5,4,246,41,236.629,93,1,0,23,8,2
346,346,12,5,4,179,38,236.629,93,1,0,31,1,0
347,347,12,6,4,179,38,236.629,93,1,0,31,1,0
348,348,12,3,4,179,30,236.629,93,0,0,19,1,1
349,349,12,3,4,118,37,236.629,93,0,0,28,8,2
350,350,12,5,4,235,37,236.629,93,0,0,29,2,1
351,351,12,6,4,179,38,236.629,93,1,0,31,1,0
352,352,12,3,2,235,43,236.629,93,1,0,38,8,0
353,353,12,3,2,235,37,236.629,93,0,0,29,4,2
354,354,12,4,2,260,36,236.629,93,1,0,23,8,0
355,355,12,2,2,157,29,236.629,93,1,1,22,2,1
356,356,12,2,2,179,38,236.629,93,1,0,31,3,0
357,357,12,2,2,289,33,236.629,93,1,0,30,8,0
358,358,1,4,2,225,28,330.061,100,0,0,24,5,1
359,359,1,2,2,118,37,330.061,100,0,0,28,32,1
360,360,1,2,2,155,34,330.061,100,1,0,25,2,1
361,361,1,3,2,235,37,330.061,100,0,0,29,1,1
362,362,1,3,2,155,34,330.061,100,1,0,25,4,1
363,363,1,2,2,289,33,330.061,100,1,0,30,8,0
364,364,1,4,2,291,40,330.061,100,1,0,25,8,0
365,365,1,2,2,235,43,330.061,100,1,0,38,8,0
366,366,1,2,2,118,50,330.061,100,1,0,31,4,2
367,367,1,4,2,179,38,330.061,100,1,0,31,1,0
368,368,1,6,2,179,38,330.061,100,1,0,31,1,0
369,369,2,3,2,118,37,251.818,96,0,0,28,2,1
370,370,2,4,2,179,38,251.818,96,1,0,31,3,0
371,371,2,4,2,225,28,251.818,96,0,0,24,1,1
372,372,2,6,2,289,33,251.818,96,1,0,30,3,0
373,373,2,6,2,260,36,251.818,96,1,0,23,3,0
374,374,2,6,2,179,38,251.818,96,1,0,31,3,0
375,375,2,2,2,179,38,251.818,96,1,0,31,2,0
376,376,2,4,2,179,38,251.818,96,1,0,31,3,0
377,377,2,5,2,179,38,251.818,96,1,0,31,8,0
378,378,2,5,2,246,41,251.818,96,1,0,23,8,1
379,379,2,6,2,179,38,251.818,96,1,0,31,3,0
380,380,2,2,2,189,33,251.818,96,0,0,25,8,0
381,381,2,2,2,179,38,251.818,96,1,0,31,3,0
382,382,2,3,2,246,41,251.818,96,1,0,23,2,1
383,383,2,3,2,291,40,251.818,96,1,0,25,2,0
384,384,2,4,2,157,29,251.818,96,1,1,22,16,1
385,385,2,4,2,179,38,251.818,96,1,0,31,3,0
386,386,2,6,2,179,38,251.818,96,1,0,31,3,0
387,387,2,6,2,246,41,251.818,96,1,0,23,24,1
388,388,2,4,2,179,38,251.818,96,1,0,31,3,0
389,389,2,6,2,179,38,251.818,96,1,0,31,3,0
390,390,3,3,2,118,37,244.387,98,0,0,28,8,1
391,391,3,4,2,246,41,244.387,98,1,0,23,16,1
392,392,3,6,2,246,41,244.387,98,1,0,23,2,1
393,393,3,6,2,260,36,244.387,98,1,0,23,4,0
394,394,3,2,2,179,38,244.387,98,1,0,31,2,0
395,395,3,2,2,235,37,244.387,98,0,0,29,8,1
396,396,3,3,2,179,40,244.387,98,0,1,22,8,1
397,397,3,3,2,378,36,244.387,98,0,1,21,8,0
398,398,3,2,2,179,38,244.387,98,1,0,31,16,0
399,399,3,4,2,361,28,244.387,98,1,0,27,8,0
400,400,3,4,2,369,31,244.387,98,1,0,25,0,0
401,401,3,5,2,235,37,244.387,98,0,0,29,8,1
402,402,3,6,3,118,50,244.387,98,1,0,31,2,2
403,403,3,3,3,118,50,244.387,98,1,0,31,3,2
404,404,3,4,3,118,50,244.387,98,1,0,31,8,2
405,405,3,5,3,235,37,244.387,98,0,0,29,0,2
406,406,3,5,3,246,41,244.387,98,1,0,23,0,2
407,407,3,5,3,118,50,244.387,98,1,0,31,0,2
408,408,3,6,3,179,38,244.387,98,1,0,31,8,0
409,409,3,6,3,289,33,244.387,98,1,0,30,8,0
410,410,3,2,3,260,36,244.387,98,1,0,23,8,0
411,411,3,3,3,246,41,244.387,98,1,0,23,2,1
412,412,4,4,3,179,38,239.409,98,1,0,31,4,0
413,413,4,6,3,260,36,239.409,98,1,0,23,3,0
414,414,4,6,3,330,28,239.409,98,0,0,25,4,1
415,415,4,2,3,369,31,239.409,98,1,0,25,4,0
416,416,4,2,3,248,47,239.409,98,0,0,32,4,2
417,417,4,4,3,330,28,239.409,98,0,0,25,8,1
418,418,4,4,3,179,38,239.409,98,1,0,31,8,0
419,419,4,2,3,118,50,239.409,98,1,0,31,1,2
420,420,4,4,3,118,50,239.409,98,1,0,31,120,2
421,421,4,6,3,300,43,239.409,98,1,1,25,8,0
422,422,4,6,3,260,36,239.409,98,1,0,23,4,0
423,423,4,2,3,179,38,239.409,98,1,0,31,4,0
424,424,4,4,3,118,37,239.409,98,0,0,28,2,1
425,425,5,2,3,235,43,246.074,99,1,0,38,16,0
426,426,5,4,3,248,47,246.074,99,0,0,32,2,2
427,427,5,2,3,369,31,246.074,99,1,0,25,8,0
428,428,5,4,3,179,30,246.074,99,0,0,19,3,1
429,429,5,4,3,179,38,246.074,99,1,0,31,4,0
430,430,5,5,3,361,28,246.074,99,1,0,27,1,0
431,431,5,6,3,260,36,246.074,99,1,0,23,3,0
432,432,5,2,3,179,40,246.074,99,0,1,22,2,1
433,433,5,2,3,179,40,246.074,99,0,1,22,3,1
434,434,5,4,3,228,58,246.074,99,0,0,22,8,1
435,435,5,4,3,225,28,246.074,99,0,0,24,3,1
436,436,5,6,3,330,28,246.074,99,0,0,25,8,1
437,437,5,2,3,179,30,246.074,99,0,0,19,2,1
438,438,5,2,3,118,37,246.074,99,0,0,28,1,1
439,439,5,2,3,235,37,246.074,99,0,0,29,8,2
440,440,5,4,3,179,30,246.074,99,0,0,19,3,1
441,441,6,2,3,118,37,253.957,95,0,0,28,3,1
442,442,6,2,3,179,38,253.957,95,1,0,31,3,0
443,443,6,3,3,118,37,253.957,95,0,0,28,2,1
444,444,6,5,3,225,28,253.957,95,0,0,24,4,1
445,445,6,6,3,260,36,253.957,95,1,0,23,4,0
446,446,6,6,3,179,38,253.957,95,1,0,31,0,0
447,447,6,2,3,291,40,253.957,95,1,0,25,40,0
448,448,6,2,3,179,38,253.957,95,1,0,31,24,0
449,449,6,3,3,246,41,253.957,95,1,0,23,3,1
450,450,6,2,3,179,38,253.957,95,1,0,31,4,0
451,451,6,3,3,235,43,253.957,95,1,0,38,8,0
452,452,6,2,1,179,38,253.957,95,1,0,31,2,0
453,453,6,4,1,225,28,253.957,95,0,0,24,2,1
454,454,6,4,1,118,50,253.957,95,1,0,31,2,2
455,455,6,4,1,179,38,253.957,95,1,0,31,8,0
456,456,6,4,1,179,30,253.957,95,0,0,19,2,1
457,457,6,6,1,246,41,253.957,95,1,0,23,2,0
458,458,6,3,1,330,28,253.957,95,0,0,25,1,1
459,459,6,3,1,235,37,253.957,95,0,0,29,8,1
460,460,7,5,1,179,30,230.29,92,0,0,19,2,1
