,Age,Component 0,Component 1,Body mass index,ID,Cluster,Work load Average/day ,Social drinker,Social smoker,Absenteeism time in hours,counts,total absence time,Age_m,Component 0_m,Component 1_m,Body mass index_m,Work load Average/day _m,Absenteeism time in hours_m
20,28,-1.3499041911534329,0.2419923427661378,25,18,4,205.917,No,No,8,16,118,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
21,38,1.3330207864813817,0.2421348855148931,31,3,1,205.917,Yes,No,1,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
22,28,-0.6548063405045993,1.6348842057285171,27,10,0,205.917,Yes,No,40,24,186,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
23,36,-0.1097104542832893,1.4204732322588796,23,20,0,205.917,Yes,No,4,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
24,33,0.559856713700155,0.943579190357165,30,11,0,205.917,Yes,No,8,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
25,28,-0.8571959018498491,1.5504610963141043,27,10,4,205.917,Yes,No,7,24,186,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
26,33,0.611988601279907,1.1194403089158318,30,11,0,205.917,Yes,No,1,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
27,29,-0.491114352624644,0.2285465609814307,22,30,3,205.917,Yes,Yes,4,7,31,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
28,33,0.5673113005545584,0.902928570345882,30,11,0,205.917,Yes,No,8,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
29,38,1.30960479940279,0.4724024184066927,31,3,1,205.917,Yes,No,2,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
30,38,1.311729155049568,0.2720716625865058,31,3,1,205.917,Yes,No,8,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
31,48,0.1710197342530297,0.7745126705930373,33,2,0,205.917,No,Yes,8,6,25,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
32,37,-0.2394401606794398,0.052811710124078,29,1,3,205.917,No,No,4,23,121,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
33,48,0.1763666833582829,0.789254018945552,33,2,0,205.917,No,Yes,8,6,25,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
34,38,1.3520362086287905,0.4193232755692971,31,3,1,205.917,Yes,No,2,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
35,28,-0.7075271726599803,1.822334766334051,27,10,0,205.917,Yes,No,1,24,186,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
36,33,0.8232032836958754,1.55842394743701,30,11,0,205.917,Yes,No,8,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
37,32,-0.2522103327833269,0.756958560158757,23,19,0,205.917,Yes,No,4,3,6,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
38,48,0.2928062516957203,1.0020070875212108,33,2,0,205.917,No,Yes,8,6,25,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
39,36,-0.2256848676749664,1.4084663192525466,23,20,0,205.917,Yes,No,4,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
40,27,-1.229184520653617,0.5933875532717491,21,27,4,241.476,No,No,2,7,27,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
41,37,0.1088520790995894,-0.074613090341423,28,34,3,241.476,No,No,4,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
42,38,1.3544546463817893,0.4848576849749326,31,3,1,241.476,Yes,No,4,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
43,43,1.7840147167581943,0.6043950437677978,38,5,1,241.476,Yes,No,8,19,104,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
44,34,0.695413878108054,0.074370419263147,25,14,3,241.476,Yes,No,2,29,476,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
45,37,0.1084204940008331,-0.0746823236329461,28,34,3,241.476,No,No,3,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
46,38,1.3540230612830328,0.4847884516834095,31,3,1,241.476,Yes,No,3,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
47,40,0.123786419218754,0.9719322954086,25,15,0,241.476,Yes,No,4,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
48,36,-0.3826209484404643,1.6104243223830728,23,20,0,241.476,Yes,No,8,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
49,40,0.2541314389038261,1.1408404267492518,25,15,0,241.476,Yes,No,32,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
50,36,-0.0732814898389925,1.7499606654630389,23,20,0,241.476,Yes,No,0,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
51,28,-0.8666129189831684,1.1690792824243303,24,29,4,241.476,No,No,0,5,21,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
52,28,-0.9883339131701976,0.9855400880651906,24,28,4,241.476,No,No,2,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
53,37,0.1078042050663341,0.099704000392134,28,34,3,241.476,No,No,2,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
54,33,0.7232553251861499,1.5142214978382889,30,11,0,241.476,Yes,No,0,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
55,50,1.9724910989662807,0.3266058477200574,31,36,1,241.476,Yes,No,0,34,311,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
56,28,-1.035600724488084,0.7686129497461024,24,28,4,241.476,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
57,38,1.3367801061031206,0.5612359112539336,31,3,1,241.476,Yes,No,3,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
58,31,-0.1813330102933951,1.6837059669386114,25,13,0,241.476,Yes,No,0,15,183,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
59,47,0.6305559434935784,0.9045924074916336,32,33,0,241.476,No,No,1,24,73,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
60,38,1.2868941100227171,0.6549656741026118,31,3,1,241.476,Yes,No,3,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
61,36,-0.2488271421537956,1.5909603416569422,23,20,0,241.476,Yes,No,4,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
62,38,1.3311373997030629,0.6433103549855422,31,3,1,253.465,Yes,No,3,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
63,37,0.0977912515201493,0.1125183185365847,28,34,3,253.465,No,No,3,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
64,50,1.9572447280764569,0.2700215736943036,31,36,1,253.465,Yes,No,0,34,311,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
65,30,-1.7481168070673443,0.1628473716486548,19,22,4,253.465,No,No,1,46,253,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
66,38,1.276449571377776,0.6677107589555392,31,3,1,253.465,Yes,No,3,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
67,28,-1.0530346950416687,1.0227548101796384,24,28,4,253.465,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
68,37,0.0977912515201493,0.1125183185365847,28,34,3,253.465,No,No,3,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
69,28,-1.0035802840600216,0.928955814039437,24,28,4,253.465,No,No,2,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
70,47,0.6704289860277971,0.823676962787406,32,33,0,253.465,No,No,2,24,73,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
71,40,0.1013323427375403,1.1305234320022557,25,15,0,253.465,Yes,No,5,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
72,38,1.3284934929519614,0.5743271625644766,31,3,1,253.465,Yes,No,8,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
73,28,-1.0031486989612652,0.92902504733096,24,28,4,253.465,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
74,36,-0.2265395421564914,1.4964739281866366,23,20,0,253.465,Yes,No,16,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
75,40,0.2455852769880192,1.1806026514730237,25,15,0,253.465,Yes,No,8,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
76,28,-0.8828040384234614,1.010292085924451,24,28,4,253.465,No,No,2,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
77,33,0.7602517461136674,1.2790917453109094,30,11,0,253.465,Yes,No,8,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
78,28,-0.7835453950097505,2.07065301642877,27,10,0,253.465,Yes,No,1,24,186,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
79,36,-0.1437288525058158,1.6156431062246797,23,20,0,253.465,Yes,No,3,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
80,38,1.2932842641487003,0.617799620107773,31,3,1,306.345,Yes,No,1,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
81,28,-1.0233984663110878,0.9469343996731036,24,28,4,306.345,No,No,1,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
82,38,1.3321943731438783,0.4281335941735005,31,3,1,306.345,Yes,No,8,113,482,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
83,40,-1.081548575144506,0.1327103272027175,22,17,4,306.345,No,Yes,8,20,126,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
84,40,0.0819457455852305,1.1485712509274455,25,15,0,306.345,Yes,No,5,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
85,34,0.6681615950861176,0.1634866673351189,25,14,3,306.345,Yes,No,32,29,476,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
86,33,-0.7150557713902661,1.1069042339069468,25,6,4,306.345,No,No,8,8,72,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
87,40,0.2277529838966259,1.1721871968595543,25,15,0,306.345,Yes,No,40,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
88,28,-1.0233984663110878,0.9469343996731036,24,28,4,306.345,No,No,1,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
89,34,0.5954238032015446,0.3091759753860283,25,14,3,306.345,Yes,No,8,29,476,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
90,28,-1.022535296113575,0.9470728662561496,24,28,4,306.345,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
91,40,-1.0687470391848493,0.1068010555439493,22,17,4,306.345,No,Yes,8,20,126,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
92,28,-1.036532278890095,0.8506519701298944,24,28,4,306.345,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
93,36,-0.1626838645593693,1.6337601584413923,23,20,0,306.345,Yes,No,4,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
94,47,0.7591306303140046,0.8943130814386885,32,33,0,306.345,No,No,1,24,73,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
95,28,-0.9017590504770148,1.028409138141164,24,28,4,306.345,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
96,33,0.4074106676569837,1.2054929859260772,30,11,0,306.345,Yes,No,24,40,450,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
97,40,0.0810825753877178,1.148432784344399,25,15,0,306.345,Yes,No,3,37,253,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
98,47,0.6388772313324363,0.8370665344486585,32,33,0,261.306,No,No,1,24,73,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
99,37,0.0786645980392212,0.0206291887619877,28,34,3,261.306,No,No,64,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
100,50,1.7873453129486545,0.00193308654186,31,36,1,261.306,Yes,No,2,34,311,41.34090909090909,1.5850390635755987,0.4463598014237877,32.55681818181818,260.6151704545454,3.6704545454545454
101,37,-0.1107904047788959,0.1998049799385937,29,1,3,261.306,No,No,8,23,121,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
102,28,-1.0523038218611658,0.8989945317722995,24,28,4,261.306,No,No,2,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
103,36,-0.1098366477340794,1.58136886072583,23,20,0,261.306,Yes,No,8,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
104,37,0.0752119172491705,0.0200753224298029,28,34,3,261.306,No,No,56,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
105,28,-0.914521574696263,2.086501198704091,27,10,0,261.306,Yes,No,8,24,186,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
106,28,-0.9358978233707322,0.9110706780701556,24,28,4,261.306,No,No,3,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
107,36,-0.1796508543473032,1.559772552298774,23,20,0,261.306,Yes,No,3,42,306,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
108,28,-1.0347004536566258,0.9424146189922123,24,28,4,261.306,No,No,2,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
109,28,-0.914521574696263,2.086501198704091,27,10,0,261.306,Yes,No,8,24,186,36.578125,0.10565875664128835,1.2796899547014813,26.3828125,259.3356484375,7.1484375
110,37,0.0798290281661726,-0.4378494004803327,28,34,3,261.306,No,No,2,55,344,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
111,41,0.1082447479667139,0.0171027497990099,23,24,3,261.306,Yes,No,8,30,254,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
112,28,-1.1389454188229409,0.3387261794371973,24,28,4,261.306,No,No,2,76,347,29.689320388349515,-1.2120269769192848,0.7331292582905782,23.514563106796118,271.43825242718447,6.805825242718447
113,28,-1.168503108994689,-0.532774977175559,24,28,2,308.593,No,No,1,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
114,37,-0.0893509202761383,-1.418202251468933,28,34,5,308.593,No,No,1,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
115,37,0.0055160333982793,-1.8681100417394203,28,34,5,308.593,No,No,1,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
116,34,0.4725317553578342,-1.3066914894623036,25,14,5,308.593,Yes,No,8,29,476,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
117,28,-1.0949923319843788,-1.0515340796535215,24,28,2,308.593,No,No,2,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
118,27,-1.4341647902740378,-0.753172188569504,21,27,2,308.593,No,No,2,7,27,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
119,28,-1.064898646463912,-0.4947895592189346,24,28,2,308.593,No,No,2,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
120,28,-1.1453099131635387,-0.9578735500963664,24,28,2,308.593,No,No,1,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
121,37,-0.0063088006022507,-1.896719547315296,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
122,28,-1.0901904997394958,-0.9822047207748406,24,28,2,308.593,No,No,2,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
123,37,0.0059476184970357,-1.8680408084478972,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
124,37,0.0011457862521526,-1.9373701673265784,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
125,37,-0.011655749707504,-1.9114608956678103,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
126,37,-0.0487402098282508,-1.8436404044779,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
127,37,-0.0063088006022507,-1.896719547315296,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
128,37,0.0059476184970357,-1.8680408084478972,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
129,30,-1.9348801471791808,-1.4025764787461732,19,22,2,308.593,No,No,8,46,253,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
130,33,0.3740350798397603,-0.2941645214415858,30,11,3,308.593,Yes,No,8,40,450,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
131,37,0.0011457862521526,-1.9373701673265784,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
132,27,-1.4341647902740378,-0.753172188569504,21,27,2,308.593,No,No,2,7,27,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
133,37,-0.011655749707504,-1.9114608956678103,28,34,5,308.593,No,No,2,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
134,37,-0.0071719707997634,-1.896858013898342,28,34,5,308.593,No,No,0,55,344,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
135,28,-1.1637012767498056,-0.4634456182968778,24,28,2,308.593,No,No,1,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
136,33,0.2492090806964756,-0.0252998963779408,30,11,3,308.593,Yes,No,3,40,450,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
137,27,-1.5077879524132909,-0.801408743341274,21,27,2,302.585,No,No,1,7,27,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
138,41,-0.0934635184380082,-1.0267529656285526,23,24,3,302.585,Yes,No,8,30,254,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
139,38,1.1093112991476486,-1.1804413647920344,31,3,5,302.585,Yes,No,8,113,482,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
140,34,0.5751027372044434,-1.3068408633632491,25,14,5,302.585,Yes,No,2,29,476,39.60629921259842,1.031898145076446,-1.1302185787273364,29.748031496062993,279.1288267716535,6.748031496062992
141,33,-0.7536532104821472,-0.6684981699736304,25,6,2,302.585,No,No,8,8,72,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
142,36,-0.3447587943602332,0.0379245023395271,23,20,3,302.585,Yes,No,2,42,306,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
143,33,0.1781754291497606,-0.0731210514005724,30,11,3,302.585,Yes,No,8,40,450,39.198830409356724,0.07095061193473055,-0.1519199741541717,26.549707602339183,275.09769590643276,10.426900584795321
144,50,-0.462486003410854,-0.9708316781205468,24,31,2,302.585,No,No,8,3,16,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
145,50,-0.5776521343384736,-0.8617115685580395,24,31,2,302.585,No,No,8,3,16,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
146,28,-1.0956588142784087,-0.5960360235365769,24,28,2,302.585,No,No,2,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
147,28,-1.1993768085707994,-0.5793641976755117,24,28,2,302.585,No,No,2,76,347,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
148,30,-1.931111795618465,-1.371381911725062,19,22,2,302.585,No,No,1,46,253,31.398373983739837,-1.3931105600617792,-0.8867984979859946,22.43089430894309,279.06072357723576,4.430894308943089
