,F_1,F_2,ID,Social smoker,Social drinker,Absenteeism time in hours,Label
185,-1.0768488302514931,0.038952581874774496,28,0,0,1,0
186,0.3454747146890274,3.2197481063011564,14,0,1,1,2
187,-0.6143894911542237,0.7069631689407178,24,0,1,24,0
188,0.3454747146890274,3.2197481063011564,14,0,1,1,2
189,-1.0761972317072956,0.07093152882935144,28,0,0,2,0
190,-0.9392568755261282,-0.10701281012692095,20,0,1,4,0
191,0.7451706426643965,0.774871447453538,3,0,1,24,2
192,1.639022141866357,0.8623530129950523,36,0,1,1,0
193,-0.2761089788410921,0.17230082755958087,15,0,1,3,2
194,-0.6248150678613844,0.1953000176674865,24,0,1,8,0
195,-0.2774121759294872,0.10834293365042699,15,0,1,1,2
196,1.1153329748970489,-0.4827770577013225,33,0,0,8,0
197,-0.9053737512278559,1.5558924315110807,20,0,1,56,1
198,0.45239833376598,0.5973363596937451,11,0,1,8,2
199,0.36046148120557087,3.9552638862564264,14,0,1,24,2
200,-1.0878763896066828,0.7436175937044895,23,1,0,8,0
201,0.4576111221195603,0.8531679353303606,11,0,1,16,2
202,0.47176856366487696,0.3869416425592209,1,0,0,3,2
203,1.3046466875874068,-0.9792485410961965,2,1,0,0,2
204,0.38614399506146285,1.0683529433519834,11,0,1,8,2
205,0.2798719745287077,3.7227436369139717,14,0,1,2,2
206,0.2792203759845102,3.6907646899593947,14,0,1,1,2
207,0.6684907272527185,0.734224879838545,3,0,1,8,2
208,-1.1385419791466274,0.7338217942150517,28,0,0,8,0
209,-1.8538928479359666,0.3561645041937311,27,0,0,4,0
210,0.2798719745287077,3.7227436369139717,14,0,1,2,2
211,0.6639295374433359,0.5103722511565063,3,0,1,1,2
212,0.3965695717686235,1.580016094625215,11,0,1,24,2
213,-0.6734817690961706,0.1999426029005522,7,1,1,0,2
214,-0.4614109577608682,2.0649746072410395,18,0,0,0,0
215,-1.15934351666478,0.9588026017261123,23,1,0,0,0
216,0.17116717448129798,1.2452185331292442,31,0,0,0,0
217,0.6639295374433359,0.5103722511565063,3,0,1,1,2
218,1.5877545696783832,2.068885376608561,36,0,1,24,0
219,-0.4647981213495436,1.1079277864013648,10,0,1,8,2
220,-0.6893837320192159,0.6543327723167212,24,0,1,8,0
221,-0.4631124468028579,1.0959439573923608,10,0,1,8,2
222,-0.6789581553120552,1.1659959235899524,24,0,1,24,0
223,-0.34002604445472595,0.6633125291633923,15,0,1,4,2
224,-0.6893837320192159,0.6543327723167212,24,0,1,8,0
225,0.6701764017994043,0.7222410508295413,3,0,1,8,2
226,0.2828608461637885,3.774717701814122,14,0,1,4,2
227,-0.6893837320192159,0.6543327723167212,24,0,1,8,0
228,1.5790146675179082,1.5452383963263256,36,0,1,8,0
229,0.4156706805816137,1.2617007076179558,1,0,0,16,2
230,1.5744534777085257,1.321385767644287,36,0,1,1,0
231,1.6259297627001315,3.8477225770558667,36,0,1,80,1
232,-1.1524450537645141,1.2026503483537239,23,1,0,8,0
233,0.6662668105342191,0.5303673691020795,3,0,1,2,2
234,2.2989661208552903,0.6758970758429726,32,0,0,2,0
235,-1.1407658958651272,0.529964283478586,28,0,0,2,0
236,0.41987042922193646,3.240022254007774,14,0,1,16,2
237,1.7082050680456857,0.6267955850650546,36,0,1,8,0
238,0.279020773101968,0.05653394301204009,34,0,0,8,0
239,0.27641437892517784,-0.07138184480626773,34,0,0,4,0
240,-0.32532209433282483,1.3903795426073802,18,0,0,8,2
241,-1.8123957270089666,-0.011124532630023245,22,0,0,8,0
242,0.4107480496031708,2.792316996643697,14,0,1,2,2
243,-0.32532209433282483,1.3903795426073802,18,0,0,8,2
244,-0.32532209433282483,1.3903795426073802,18,0,0,8,2
245,-0.8464909986248046,1.5282338155574848,30,1,1,3,0
246,-0.3339220462750806,0.17750114613109003,10,0,1,8,2
247,0.5170200701359259,0.13792630308170867,11,0,1,8,2
248,0.7993668023271816,-0.19620176043172977,3,0,1,8,2
249,0.5326584351966669,0.9054210299915557,11,0,1,32,2
250,0.5170200701359259,0.13792630308170867,11,0,1,8,2
251,-0.8772415333329723,-0.6943386545572653,20,0,1,0,0
252,0.5292734330138954,0.05081446657472938,11,0,1,8,2
253,-0.8342376357468351,1.4411219790505057,30,1,1,3,0
254,0.5247122432045127,-0.1730381621073093,11,0,1,1,2
255,0.09245447053994488,-0.3650474286130493,9,0,0,8,2
256,0.09844227355092085,0.00957391084130232,26,1,1,1,0
257,0.09909387209511838,0.04155285779587927,26,1,1,2,0
258,-0.8623817762782127,-0.6535347032459368,20,0,1,4,0
259,0.5266670388371053,-0.07710132124357844,11,0,1,4,2
260,1.1876468843355814,-1.253151579502377,33,0,0,1,0
261,-0.2735446934540375,0.7301056501981246,21,0,0,8,0
262,-1.8047035539403795,-0.3220889978190412,22,0,0,1,0
263,1.7172004382026675,0.37978901378519064,36,0,1,3,0
264,1.1882984828797791,-1.2211726325478003,33,0,0,2,0
265,0.5473404658243975,-0.22353814446894874,1,0,0,1,2
266,1.7158972411142726,0.31583111987603674,36,0,1,1,0
267,0.5519016556337804,0.00031448421308995927,1,0,0,8,2
268,-0.3216686833971111,0.09038930962411075,10,0,1,8,2
269,-1.708157015806744,-0.5334581847652152,27,0,0,8,0
270,0.7754779887551475,-0.026370960270397367,3,0,1,8,2
271,0.7722199960341599,-0.18626569504328214,3,0,1,3,2
272,0.5035568332710524,0.8194202545162723,11,0,1,24,2
273,2.218122148400895,-0.688964955307618,5,0,1,0,2
274,-0.5788693567098921,0.16155233685339807,24,0,1,16,0
275,-0.23537605604318032,-0.11727842889112321,15,0,1,3,2
276,1.5660065090049542,-0.2835908217783499,8,0,1,0,2
277,-1.0792844537533641,-0.35773245425933586,19,0,1,0,0
278,0.7754779887551475,-0.026370960270397367,3,0,1,8,2
279,-0.5684437800027315,0.6732154881266293,24,0,1,32,0
280,0.7709167989457647,-0.250223588952436,3,0,1,1,2
281,-0.23472445749898277,-0.08529948193654627,15,0,1,4,2
282,-0.8985239527282164,-0.39659206657762514,20,0,1,4,0
283,2.223334936754475,-0.43313337967100246,5,0,1,8,2
284,1.679755064664269,0.5727737565443483,36,0,1,1,0
285,2.218122148400895,-0.688964955307618,5,0,1,0,2
286,-0.23537605604318032,-0.11727842889112321,15,0,1,3,2
287,-0.2112669099078712,1.0659426084282242,15,0,1,40,2
288,0.7754779887551475,-0.026370960270397367,3,0,1,8,2
289,0.5300290802244788,0.04544240529483097,11,0,1,8,2
290,0.5500509086675734,-0.13297336488511627,1,0,0,4,2
291,0.5300290802244788,0.04544240529483097,11,0,1,8,2
292,0.5300290802244788,0.04544240529483097,11,0,1,8,2
293,1.7160012897806582,0.27848011164156133,36,0,1,0,0
294,1.1877509330019673,-1.2905025877368521,33,0,0,0,0
295,-1.7993867169204139,-0.10360843041690088,22,0,0,8,0
296,0.2887717904695331,-0.19584468954772233,34,0,0,3,0
297,-0.7251662250478167,-0.349860977021748,13,0,1,8,2
298,0.8078146226063517,-0.5125382869006461,3,0,1,1,2
299,-1.7628971984453512,1.6872125990394085,22,0,0,64,1
300,2.255019972061482,-0.9512796532558282,5,0,1,0,2
301,0.5352418685780591,0.3012739809314466,11,0,1,16,2
302,-0.862277727611827,-0.690885711480412,20,0,1,3,0
303,2.255019972061482,-0.9512796532558282,5,0,1,0,2
304,2.256323169149877,-0.8873217593466742,5,0,1,2,2
305,2.256323169149877,-0.8873217593466742,5,0,1,2,2
306,1.716652888324856,0.31045905859613826,36,0,1,1,0
307,-0.19782663383839572,-0.34761417988475635,15,0,1,4,2
308,-1.7941739285668334,0.15222314521971475,22,0,0,16,0
309,1.716652888324856,0.31045905859613826,36,0,1,1,0
310,-0.3209130361865278,0.08501724834421237,10,0,1,8,2
311,-0.8642325232444196,-0.7868225523441429,20,0,1,0,0
312,-0.2004330280151859,-0.47552996770306416,15,0,1,0,2
313,-0.8354367841688444,1.3398130769068761,30,1,1,0,0
314,-1.8013415125530061,-0.19954527128063174,22,0,0,5,0
315,-1.8013415125530061,-0.19954527128063174,22,0,0,5,0
316,1.716652888324856,0.31045905859613826,36,0,1,1,0
317,0.2680032345918084,0.1348600338137676,34,0,0,8,0
318,1.1650275814916498,-1.0557347052390933,33,0,0,2,0
319,0.7883492638170221,-0.11787566963000227,3,0,1,8,2
320,-0.8863042762105392,-0.5200757228918069,20,0,1,3,0
321,-0.22380797806970076,-0.272741032159882,15,0,1,1,2
322,-1.0342721917468964,0.3625336278941805,23,1,0,8,0
323,0.47661913930832145,6.644158828085506,14,0,1,120,1
324,2.2362062118163495,-0.5246380890306073,5,0,1,8,2
325,-0.34155242119656476,1.2128740577724921,18,0,0,0,0
326,0.5240695644362684,-0.05810021716024194,1,0,0,1,2
327,0.2647452418708207,-0.025034700959117178,34,0,0,3,0
328,0.5247211629804659,-0.026121270205664987,1,0,0,2,2
329,0.7850912710960346,-0.27777040440288703,3,0,1,3,2
330,-0.571210870001598,-0.1857839481428225,24,0,1,8,0
331,-0.2218531824371081,-0.17680419129615116,15,0,1,4,2
332,-0.571210870001598,-0.1857839481428225,24,0,1,8,0
333,0.7837880740076393,-0.34172829831204093,3,0,1,1,2
334,-0.8830462834895516,-0.3601809881189222,20,0,1,8,0
335,-0.8830462834895516,-0.3601809881189222,20,0,1,8,0
336,-1.0394849801004766,0.10670205225756488,23,1,0,0,0
337,-0.5536232325318671,-0.652157946567995,7,1,1,0,2
338,0.7837880740076393,-0.34172829831204093,3,0,1,1,2
339,-0.96204312581156,-0.7040036719490196,28,0,0,3,0
340,0.8443379820435886,-0.7355795332801032,3,0,1,2,2
341,0.843686383499391,-0.7675584802346802,3,0,1,1,2
342,0.585271071016415,-0.4199725051737272,1,0,0,3,2
343,1.752524649217895,0.05543886526210429,36,0,1,1,0
344,-0.82575436817459,-0.9139269578598693,20,0,1,4,0
345,-0.5113125605098464,-0.6116141300654616,24,0,1,8,0
346,0.843686383499391,-0.7675584802346802,3,0,1,1,2
347,0.843686383499391,-0.7675584802346802,3,0,1,1,2
348,-1.7680761458367569,-0.5824812524329737,22,0,0,1,0
349,0.3279015440835601,-0.2909701481088716,34,0,0,8,0
350,0.5846194724722176,-0.4519514521283042,1,0,0,2,2
351,0.843686383499391,-0.7675584802346802,3,0,1,1,2
352,2.296104521308101,-0.9504682709532467,5,0,1,8,2
353,0.5859226695606126,-0.38799355821915027,1,0,0,4,2
354,-0.8231479739977999,-0.7860111700415615,20,0,1,8,0
355,-0.7982618261874102,1.148750777481996,30,1,1,2,0
356,0.8449895805877862,-0.7036005863255261,3,0,1,3,2
357,0.5659008411175179,-0.209577788039203,11,0,1,8,2
358,-1.0788028554442597,0.19928938835387294,28,0,0,5,0
359,0.22547698242320632,1.3158597451947143,34,0,0,32,0
360,0.3415658938636681,3.2841480719165244,14,0,1,2,2
361,0.46590494720692527,0.3554047673108576,1,0,0,1,2
362,0.3428690909520632,3.3481059658256784,14,0,1,4,2
363,0.44783791439642323,0.6297573783545357,11,0,1,8,2
364,-0.27741140548966114,0.36461658099325633,15,0,1,8,2
365,2.178041594587006,-0.11113310455950773,5,0,1,8,2
366,1.6364165181293926,0.9907108725195738,36,0,1,4,0
367,0.7256234567782961,0.0717766861590587,3,0,1,1,2
368,0.7256234567782961,0.0717766861590587,3,0,1,1,2
369,0.3047987663943797,-0.34639527000293024,34,0,0,2,0
370,0.8257963941637909,-0.567152026492123,3,0,1,3,2
371,-0.9825395093239503,-0.6315130060247705,28,0,0,1,0
372,0.5434496619725351,-0.23302396297868472,11,0,1,3,2
373,-0.8455991531427828,-0.8094573449810429,20,0,1,3,0
374,0.8257963941637909,-0.567152026492123,3,0,1,3,2
375,0.8251447956195933,-0.5991309734467001,3,0,1,2,2
376,0.8257963941637909,-0.567152026492123,3,0,1,3,2
377,0.8290543868847785,-0.4072572917192383,3,0,1,8,2
378,-0.5305057469338414,-0.47516557023205863,24,0,1,8,0
379,0.8257963941637909,-0.567152026492123,3,0,1,3,2
380,-0.6630590021355767,-0.7294750156725753,6,0,0,8,2
381,0.8257963941637909,-0.567152026492123,3,0,1,3,2
382,-0.5344153381990268,-0.6670392519595203,24,0,1,2,0
383,-0.18245125645774668,-0.5301437072945412,15,0,1,2,2
384,-0.8083326329926396,1.7329045946794763,30,1,1,16,0
385,0.8257963941637909,-0.567152026492123,3,0,1,3,2
386,0.8257963941637909,-0.567152026492123,3,0,1,3,2
387,-0.5200801702266807,0.03649758104117267,24,0,1,24,0
388,0.8257963941637909,-0.567152026492123,3,0,1,3,2
389,0.8257963941637909,-0.567152026492123,3,0,1,3,2
390,0.3180983483315452,-0.2212770855512614,34,0,0,8,0
391,-0.5159029679082809,-0.28608949187123583,24,0,1,16,0
392,-0.5250253475270465,-0.7337947492353132,24,0,1,2,0
393,-0.835557563926605,-0.8442338953022591,20,0,1,4,0
394,0.8345347862915736,-0.6658864707224931,3,0,1,2,2
395,0.5787258679853879,-0.19038470784323228,1,0,0,8,2
396,-0.7955551874055997,-0.5463630499811869,17,1,0,8,2
397,-0.9841770780071595,0.006396508529151538,23,1,0,8,0
398,0.8436571659103393,-0.2181812133584157,3,0,1,16,2
399,-0.29484447104550343,-0.10030988243221149,10,0,1,8,2
400,-0.7043104482603727,-0.7910196834347875,13,0,1,0,2
401,0.5787258679853879,-0.19038470784323228,1,0,0,8,2
402,1.7433730520100779,0.15711087477429142,36,0,1,2,0
403,1.7440246505542751,0.18908982172886835,36,0,1,3,0
404,1.7472826432752626,0.34898455650175314,36,0,1,8,0
405,0.5735130796318075,-0.4462162834798479,1,0,0,0,2
406,-0.5263285446154417,-0.797752643144467,24,0,1,0,0
407,1.7420698549216829,0.0931529808651375,36,0,1,0,0
408,0.8384443775567589,-0.4740127889950313,3,0,1,8,2
409,0.556097645365503,-0.13988472548159284,11,0,1,8,2
410,-0.8329511697498149,-0.7163181074839512,20,0,1,8,0
411,-0.5250253475270465,-0.7337947492353132,24,0,1,2,0
412,0.84212830413964,-0.646647842785469,3,0,1,4,2
413,-0.8299188417111311,-0.9209321082289658,20,0,1,3,0
414,-0.28256059252036647,0.9399334602536412,18,0,0,4,0
415,-0.6954137333239112,-0.7078231615886096,13,0,1,4,2
416,1.222716213079453,-1.3926331966670984,33,0,0,4,0
417,-0.27995419834357627,1.067849248071949,18,0,0,8,2
418,0.8447346983164301,-0.5187320549671611,3,0,1,8,2
419,1.7490117742255513,0.08041266184758458,36,0,1,1,0
420,1.8265520009850589,3.8859073494422423,36,0,1,120,1
421,0.13611799647158257,-0.001991918505111103,26,1,1,8,0
422,-0.8292672431669336,-0.8889531612743888,20,0,1,4,0
423,0.84212830413964,-0.646647842785469,3,0,1,4,2
424,0.32047907782603124,-0.457870033250853,34,0,0,2,0
425,2.289382380056399,-0.6097886705864647,5,0,1,16,2
426,1.2129909613781193,-1.3967168624315665,33,0,0,2,0
427,-0.7012293937600599,-0.5200331456256159,13,0,1,8,2
428,-1.7787078783536443,-0.43367533379365353,22,0,0,3,0
429,0.8337062495267012,-0.5867736146407831,3,0,1,4,2
430,-0.30153739470815377,-0.30900754894169424,10,0,1,1,2
431,-0.8383408963240699,-0.8610578800842799,20,0,1,3,0
432,-0.8015965125240523,-0.7230817695360926,17,1,0,2,2
433,-0.8009449139798547,-0.6911028225815157,17,1,0,3,2
434,0.11714694903828492,-0.5405916584968155,9,0,0,8,2
435,-0.9739780554168423,-0.6191556472188534,28,0,0,3,0
436,-0.2883762529565151,1.1277234762166348,18,0,0,8,2
437,-1.779359476897842,-0.46565428074823056,22,0,0,2,0
438,0.31140542466889487,-0.42997475206074415,34,0,0,1,0
439,0.5765941341321204,-0.17522974567067628,1,0,0,8,2
440,-1.7787078783536443,-0.43367533379365353,22,0,0,3,0
441,0.30274747299302945,-0.2952008730856403,34,0,0,3,0
442,0.8230935022182432,-0.5479365765294102,3,0,1,3,2
443,0.30209587444883196,-0.3271798200402173,34,0,0,2,0
444,-0.9832876056369055,-0.5163607151983267,28,0,0,4,0
445,-0.8476504465441329,-0.7582629480637532,20,0,1,4,0
446,0.8211387065856506,-0.6438734173931411,3,0,1,0,2
447,-0.16039340372378788,0.7042717269420959,15,0,1,40,2
448,0.8367770716463916,0.12362130951670587,3,0,1,24,2
449,-0.536466631600377,-0.6158448550422303,24,0,1,3,0
450,0.8237451007624408,-0.5159576295748332,3,0,1,4,2
451,2.274208442938558,-0.7948042611571303,5,0,1,8,2
